weeks,prod,cust,scen,price
5,TOM_P,LV,1,1.41836
5,TOM_P,LV,2,0.994125
5,TOM_P,LV,3,0.677498
5,TOM_P,LV,4,0.455976
5,TOM_P,LV,5,0.331018
6,CAUL_P,LA,1,1.54295
6,CAUL_P,LA,2,1.29313
6,CAUL_P,LA,3,0.974581
6,CAUL_P,LA,4,0.729197
6,CAUL_P,LA,5,0.550084
6,CAUL_P,LV,1,1.06523
6,CAUL_P,LV,2,0.936412
6,CAUL_P,LV,3,0.773134
6,CAUL_P,LV,4,0.653499
6,CAUL_P,LV,5,0.556911
6,CEL_P,LA,1,7.43221
6,CEL_P,LA,2,1.31029
6,CEL_P,LA,3,0.489897
6,CEL_P,LA,4,0.180273
6,CEL_P,LA,5,0.0738084
6,CEL_P,LV,1,3.96327
6,CEL_P,LV,2,1.07718
6,CEL_P,LV,3,0.464572
6,CEL_P,LV,4,0.20155
6,CEL_P,LV,5,0.0991194
6,CUX_P,LA,1,0.316193
6,CUX_P,LA,2,0.275742
6,CUX_P,LA,3,0.22383
6,CUX_P,LA,4,0.192293
6,CUX_P,LA,5,0.15518
6,CUX_P,LV,1,0.349564
6,CUX_P,LV,2,0.283383
6,CUX_P,LV,3,0.204733
6,CUX_P,LV,4,0.161746
6,CUX_P,LV,5,0.120353
6,LET_P,LA,1,0.767308
6,LET_P,LA,2,0.636867
6,LET_P,LA,3,0.507599
6,LET_P,LA,4,0.402383
6,LET_P,LA,5,0.323528
6,LET_P,LV,1,0.798204
6,LET_P,LV,2,0.613404
6,LET_P,LV,3,0.473269
6,LET_P,LV,4,0.350311
6,LET_P,LV,5,0.276643
6,PEP_P,LA,1,0.851076
6,PEP_P,LA,2,0.697222
6,PEP_P,LA,3,0.588335
6,PEP_P,LA,4,0.510368
6,PEP_P,LA,5,0.420217
6,PEP_P,LV,1,0.686603
6,PEP_P,LV,2,0.565122
6,PEP_P,LV,3,0.479659
6,PEP_P,LV,4,0.404451
6,PEP_P,LV,5,0.331385
6,TOM_P,LA,1,2.09178
6,TOM_P,LA,2,1.29522
6,TOM_P,LA,3,0.826818
6,TOM_P,LA,4,0.509723
6,TOM_P,LA,5,0.337743
6,TOM_P,LV,1,1.50146
6,TOM_P,LV,2,1.01828
6,TOM_P,LV,3,0.687028
6,TOM_P,LV,4,0.468335
6,TOM_P,LV,5,0.322236
7,CAUL_P,LA,1,2.50355
7,CAUL_P,LA,2,1.64633
7,CAUL_P,LA,3,1.02911
7,CAUL_P,LA,4,0.688304
7,CAUL_P,LA,5,0.438557
7,CAUL_P,LV,1,1.65404
7,CAUL_P,LV,2,1.19423
7,CAUL_P,LV,3,0.849313
7,CAUL_P,LV,4,0.638563
7,CAUL_P,LV,5,0.465576
7,CEL_P,LA,1,5.61182
7,CEL_P,LA,2,1.5262
7,CEL_P,LA,3,0.526263
7,CEL_P,LA,4,0.167042
7,CEL_P,LA,5,0.074734
7,CEL_P,LV,1,3.63989
7,CEL_P,LV,2,1.02893
7,CEL_P,LV,3,0.476451
7,CEL_P,LV,4,0.198559
7,CEL_P,LV,5,0.0890885
7,CUX_P,LA,1,0.393421
7,CUX_P,LA,2,0.30711
7,CUX_P,LA,3,0.240927
7,CUX_P,LA,4,0.19261
7,CUX_P,LA,5,0.153547
7,CUX_P,LV,1,0.313466
7,CUX_P,LV,2,0.244712
7,CUX_P,LV,3,0.188968
7,CUX_P,LV,4,0.15076
7,CUX_P,LV,5,0.118602
7,LET_P,LA,1,0.763179
7,LET_P,LA,2,0.639357
7,LET_P,LA,3,0.521907
7,LET_P,LA,4,0.417249
7,LET_P,LA,5,0.345457
7,LET_P,LV,1,0.83013
7,LET_P,LV,2,0.669963
7,LET_P,LV,3,0.497023
7,LET_P,LV,4,0.366031
7,LET_P,LV,5,0.277389
7,PEP_P,LA,1,0.68243
7,PEP_P,LA,2,0.581356
7,PEP_P,LA,3,0.495471
7,PEP_P,LA,4,0.433196
7,PEP_P,LA,5,0.370198
7,PEP_P,LV,1,0.598851
7,PEP_P,LV,2,0.490015
7,PEP_P,LV,3,0.398578
7,PEP_P,LV,4,0.336108
7,PEP_P,LV,5,0.276765
7,TOM_P,LA,1,5.80325
7,TOM_P,LA,2,3.59669
7,TOM_P,LA,3,1.50956
7,TOM_P,LA,4,0.761605
7,TOM_P,LA,5,0.35219
7,TOM_P,LV,1,3.24828
7,TOM_P,LV,2,2.04716
7,TOM_P,LV,3,0.997162
7,TOM_P,LV,4,0.584455
7,TOM_P,LV,5,0.317351
8,CAUL_P,LA,1,2.95178
8,CAUL_P,LA,2,1.67248
8,CAUL_P,LA,3,1.10992
8,CAUL_P,LA,4,0.729651
8,CAUL_P,LA,5,0.437906
8,CAUL_P,LV,1,1.94562
8,CAUL_P,LV,2,1.2101
8,CAUL_P,LV,3,0.905324
8,CAUL_P,LV,4,0.652595
8,CAUL_P,LV,5,0.475491
8,CEL_P,LA,1,4.0374
8,CEL_P,LA,2,1.4153
8,CEL_P,LA,3,0.559411
8,CEL_P,LA,4,0.178129
8,CEL_P,LA,5,0.0626787
8,CEL_P,LV,1,2.64063
8,CEL_P,LV,2,1.15719
8,CEL_P,LV,3,0.472577
8,CEL_P,LV,4,0.194042
8,CEL_P,LV,5,0.0938225
8,CUX_P,LA,1,0.668646
8,CUX_P,LA,2,0.428207
8,CUX_P,LA,3,0.313428
8,CUX_P,LA,4,0.234669
8,CUX_P,LA,5,0.170021
8,CUX_P,LV,1,0.392478
8,CUX_P,LV,2,0.279062
8,CUX_P,LV,3,0.21601
8,CUX_P,LV,4,0.170233
8,CUX_P,LV,5,0.132741
8,LET_P,LA,1,0.79538
8,LET_P,LA,2,0.649138
8,LET_P,LA,3,0.530529
8,LET_P,LA,4,0.436865
8,LET_P,LA,5,0.355622
8,LET_P,LV,1,0.814723
8,LET_P,LV,2,0.6324
8,LET_P,LV,3,0.511138
8,LET_P,LV,4,0.380324
8,LET_P,LV,5,0.29249
8,PEP_P,LA,1,0.735488
8,PEP_P,LA,2,0.637151
8,PEP_P,LA,3,0.567915
8,PEP_P,LA,4,0.492346
8,PEP_P,LA,5,0.415922
8,PEP_P,LV,1,0.558762
8,PEP_P,LV,2,0.486358
8,PEP_P,LV,3,0.431876
8,PEP_P,LV,4,0.372573
8,PEP_P,LV,5,0.323463
8,TOM_P,LA,1,4.89787
8,TOM_P,LA,2,2.97971
8,TOM_P,LA,3,1.52271
8,TOM_P,LA,4,0.671506
8,TOM_P,LA,5,0.334412
8,TOM_P,LV,1,3.72929
8,TOM_P,LV,2,1.87678
8,TOM_P,LV,3,1.03516
8,TOM_P,LV,4,0.532231
8,TOM_P,LV,5,0.302707
9,CAUL_P,LA,1,2.05783
9,CAUL_P,LA,2,1.36127
9,CAUL_P,LA,3,0.923023
9,CAUL_P,LA,4,0.671896
9,CAUL_P,LA,5,0.446173
9,CAUL_P,LV,1,1.55563
9,CAUL_P,LV,2,1.156
9,CAUL_P,LV,3,0.876878
9,CAUL_P,LV,4,0.677921
9,CAUL_P,LV,5,0.508581
9,CEL_P,LA,1,3.41456
9,CEL_P,LA,2,1.59323
9,CEL_P,LA,3,0.544033
9,CEL_P,LA,4,0.195509
9,CEL_P,LA,5,0.0742137
9,CEL_P,LV,1,2.68571
9,CEL_P,LV,2,1.10148
9,CEL_P,LV,3,0.457586
9,CEL_P,LV,4,0.196616
9,CEL_P,LV,5,0.0990448
9,CUX_P,LA,1,0.32956
9,CUX_P,LA,2,0.271036
9,CUX_P,LA,3,0.230685
9,CUX_P,LA,4,0.192758
9,CUX_P,LA,5,0.163251
9,CUX_P,LV,1,0.335665
9,CUX_P,LV,2,0.245598
9,CUX_P,LV,3,0.193171
9,CUX_P,LV,4,0.153292
9,CUX_P,LV,5,0.122505
9,LET_P,LA,1,0.70062
9,LET_P,LA,2,0.624536
9,LET_P,LA,3,0.510329
9,LET_P,LA,4,0.420664
9,LET_P,LA,5,0.348187
9,LET_P,LV,1,1.08947
9,LET_P,LV,2,0.738609
9,LET_P,LV,3,0.559821
9,LET_P,LV,4,0.392794
9,LET_P,LV,5,0.305396
9,PEP_P,LA,1,1.44992
9,PEP_P,LA,2,1.15393
9,PEP_P,LA,3,0.740866
9,PEP_P,LA,4,0.584686
9,PEP_P,LA,5,0.422963
9,PEP_P,LV,1,1.22087
9,PEP_P,LV,2,0.958242
9,PEP_P,LV,3,0.614099
9,PEP_P,LV,4,0.467001
9,PEP_P,LV,5,0.338075
9,TOM_P,LA,1,0.931227
9,TOM_P,LA,2,0.717455
9,TOM_P,LA,3,0.554118
9,TOM_P,LA,4,0.438073
9,TOM_P,LA,5,0.351502
9,TOM_P,LV,1,1.39351
9,TOM_P,LV,2,1.0534
9,TOM_P,LV,3,0.681376
9,TOM_P,LV,4,0.462011
9,TOM_P,LV,5,0.3114
10,CAUL_P,LA,1,1.22826
10,CAUL_P,LA,2,0.982292
10,CAUL_P,LA,3,0.769206
10,CAUL_P,LA,4,0.639518
10,CAUL_P,LA,5,0.487087
10,CAUL_P,LV,1,0.976358
10,CAUL_P,LV,2,0.827399
10,CAUL_P,LV,3,0.700403
10,CAUL_P,LV,4,0.619476
10,CAUL_P,LV,5,0.526925
10,CEL_P,LA,1,4.75154
10,CEL_P,LA,2,1.69981
10,CEL_P,LA,3,0.528968
10,CEL_P,LA,4,0.164714
10,CEL_P,LA,5,0.0638506
10,CEL_P,LV,1,4.32723
10,CEL_P,LV,2,1.3117
10,CEL_P,LV,3,0.501771
10,CEL_P,LV,4,0.180932
10,CEL_P,LV,5,0.0863847
10,CUX_P,LA,1,0.359804
10,CUX_P,LA,2,0.268559
10,CUX_P,LA,3,0.21643
10,CUX_P,LA,4,0.1771
10,CUX_P,LA,5,0.148466
10,CUX_P,LV,1,0.262901
10,CUX_P,LV,2,0.213086
10,CUX_P,LV,3,0.177511
10,CUX_P,LV,4,0.148604
10,CUX_P,LV,5,0.126493
10,LET_P,LA,1,0.81507
10,LET_P,LA,2,0.684144
10,LET_P,LA,3,0.584839
10,LET_P,LA,4,0.471265
10,LET_P,LA,5,0.409799
10,LET_P,LV,1,0.77067
10,LET_P,LV,2,0.608308
10,LET_P,LV,3,0.481422
10,LET_P,LV,4,0.380674
10,LET_P,LV,5,0.302277
10,PEP_P,LA,1,2.81451
10,PEP_P,LA,2,1.63267
10,PEP_P,LA,3,0.975374
10,PEP_P,LA,4,0.597028
10,PEP_P,LA,5,0.362634
10,PEP_P,LV,1,2.29644
10,PEP_P,LV,2,1.261
10,PEP_P,LV,3,0.796894
10,PEP_P,LV,4,0.507215
10,PEP_P,LV,5,0.296762
10,TOM_P,LA,1,1.02687
10,TOM_P,LA,2,0.709088
10,TOM_P,LA,3,0.559193
10,TOM_P,LA,4,0.43152
10,TOM_P,LA,5,0.333937
10,TOM_P,LV,1,1.08718
10,TOM_P,LV,2,0.790602
10,TOM_P,LV,3,0.592964
10,TOM_P,LV,4,0.428245
10,TOM_P,LV,5,0.327181
11,CAUL_P,LA,1,1.51358
11,CAUL_P,LA,2,1.21172
11,CAUL_P,LA,3,0.881478
11,CAUL_P,LA,4,0.638762
11,CAUL_P,LA,5,0.474225
11,CAUL_P,LV,1,1.19772
11,CAUL_P,LV,2,0.995022
11,CAUL_P,LV,3,0.779047
11,CAUL_P,LV,4,0.643708
11,CAUL_P,LV,5,0.505993
11,CEL_P,LA,1,5.92167
11,CEL_P,LA,2,1.46482
11,CEL_P,LA,3,0.54751
11,CEL_P,LA,4,0.165268
11,CEL_P,LA,5,0.0646543
11,CEL_P,LV,1,4.88584
11,CEL_P,LV,2,1.48289
11,CEL_P,LV,3,0.573119
11,CEL_P,LV,4,0.19422
11,CEL_P,LV,5,0.0724342
11,CUX_P,LA,1,1.55806
11,CUX_P,LA,2,0.66586
11,CUX_P,LA,3,0.383642
11,CUX_P,LA,4,0.218764
11,CUX_P,LA,5,0.127802
11,CUX_P,LV,1,0.775307
11,CUX_P,LV,2,0.382976
11,CUX_P,LV,3,0.248951
11,CUX_P,LV,4,0.164106
11,CUX_P,LV,5,0.114147
11,LET_P,LA,1,0.981084
11,LET_P,LA,2,0.813224
11,LET_P,LA,3,0.625238
11,LET_P,LA,4,0.503611
11,LET_P,LA,5,0.404984
11,LET_P,LV,1,0.794482
11,LET_P,LV,2,0.664391
11,LET_P,LV,3,0.528522
11,LET_P,LV,4,0.433956
11,LET_P,LV,5,0.3575
11,PEP_P,LA,1,1.68207
11,PEP_P,LA,2,1.14876
11,PEP_P,LA,3,0.809191
11,PEP_P,LA,4,0.549658
11,PEP_P,LA,5,0.416685
11,PEP_P,LV,1,1.97927
11,PEP_P,LV,2,0.985801
11,PEP_P,LV,3,0.665624
11,PEP_P,LV,4,0.431826
11,PEP_P,LV,5,0.305194
11,TOM_P,LA,1,1.49962
11,TOM_P,LA,2,1.11825
11,TOM_P,LA,3,0.81077
11,TOM_P,LA,4,0.523033
11,TOM_P,LA,5,0.368774
11,TOM_P,LV,1,1.23433
11,TOM_P,LV,2,0.882529
11,TOM_P,LV,3,0.634224
11,TOM_P,LV,4,0.436199
11,TOM_P,LV,5,0.316453
12,CAUL_P,LA,1,1.10187
12,CAUL_P,LA,2,0.918731
12,CAUL_P,LA,3,0.766451
12,CAUL_P,LA,4,0.642225
12,CAUL_P,LA,5,0.548478
12,CAUL_P,LV,1,0.969166
12,CAUL_P,LV,2,0.832316
12,CAUL_P,LV,3,0.723973
12,CAUL_P,LV,4,0.631362
12,CAUL_P,LV,5,0.555208
12,CEL_P,LA,1,21.327
12,CEL_P,LA,2,1.89861
12,CEL_P,LA,3,0.691618
12,CEL_P,LA,4,0.202172
12,CEL_P,LA,5,0.0473177
12,CEL_P,LV,1,10.5826
12,CEL_P,LV,2,1.38363
12,CEL_P,LV,3,0.594431
12,CEL_P,LV,4,0.223873
12,CEL_P,LV,5,0.0729031
12,CUX_P,LA,1,0.513491
12,CUX_P,LA,2,0.360837
12,CUX_P,LA,3,0.245912
12,CUX_P,LA,4,0.17201
12,CUX_P,LA,5,0.117112
12,CUX_P,LV,1,0.571921
12,CUX_P,LV,2,0.375487
12,CUX_P,LV,3,0.239808
12,CUX_P,LV,4,0.152493
12,CUX_P,LV,5,0.0982736
12,LET_P,LA,1,1.06074
12,LET_P,LA,2,0.784718
12,LET_P,LA,3,0.646625
12,LET_P,LA,4,0.517037
12,LET_P,LA,5,0.412338
12,LET_P,LV,1,1.00917
12,LET_P,LV,2,0.716553
12,LET_P,LV,3,0.581363
12,LET_P,LV,4,0.462711
12,LET_P,LV,5,0.351324
12,PEP_P,LA,1,0.792245
12,PEP_P,LA,2,0.710959
12,PEP_P,LA,3,0.59552
12,PEP_P,LA,4,0.514192
12,PEP_P,LA,5,0.436882
12,PEP_P,LV,1,0.929242
12,PEP_P,LV,2,0.776604
12,PEP_P,LV,3,0.580212
12,PEP_P,LV,4,0.47248
12,PEP_P,LV,5,0.383479
12,TOM_P,LA,1,1.03848
12,TOM_P,LA,2,0.747083
12,TOM_P,LA,3,0.592973
12,TOM_P,LA,4,0.475152
12,TOM_P,LA,5,0.359751
12,TOM_P,LV,1,0.803763
12,TOM_P,LV,2,0.588677
12,TOM_P,LV,3,0.450376
12,TOM_P,LV,4,0.340617
12,TOM_P,LV,5,0.255225
13,CAUL_P,LA,1,1.15567
13,CAUL_P,LA,2,0.886308
13,CAUL_P,LA,3,0.736308
13,CAUL_P,LA,4,0.582193
13,CAUL_P,LA,5,0.477094
13,CAUL_P,LV,1,1.03917
13,CAUL_P,LV,2,0.793758
13,CAUL_P,LV,3,0.671153
13,CAUL_P,LV,4,0.547452
13,CAUL_P,LV,5,0.473101
13,CEL_P,LA,1,6.75178
13,CEL_P,LA,2,1.73801
13,CEL_P,LA,3,0.622148
13,CEL_P,LA,4,0.224383
13,CEL_P,LA,5,0.051425
13,CEL_P,LV,1,4.06172
13,CEL_P,LV,2,1.34991
13,CEL_P,LV,3,0.507112
13,CEL_P,LV,4,0.207773
13,CEL_P,LV,5,0.0807232
13,CUX_P,LA,1,0.299073
13,CUX_P,LA,2,0.248102
13,CUX_P,LA,3,0.199244
13,CUX_P,LA,4,0.16436
13,CUX_P,LA,5,0.129115
13,CUX_P,LV,1,0.274138
13,CUX_P,LV,2,0.209846
13,CUX_P,LV,3,0.163231
13,CUX_P,LV,4,0.129643
13,CUX_P,LV,5,0.0998399
13,LET_P,LA,1,1.09309
13,LET_P,LA,2,0.817114
13,LET_P,LA,3,0.620302
13,LET_P,LA,4,0.501516
13,LET_P,LA,5,0.400127
13,LET_P,LV,1,0.97187
13,LET_P,LV,2,0.720371
13,LET_P,LV,3,0.543373
13,LET_P,LV,4,0.418484
13,LET_P,LV,5,0.319931
13,PEP_P,LA,1,0.905805
13,PEP_P,LA,2,0.682073
13,PEP_P,LA,3,0.575775
13,PEP_P,LA,4,0.463362
13,PEP_P,LA,5,0.401648
13,PEP_P,LV,1,0.769982
13,PEP_P,LV,2,0.625222
13,PEP_P,LV,3,0.515398
13,PEP_P,LV,4,0.421551
13,PEP_P,LV,5,0.357181
13,TOM_P,LA,1,0.584068
13,TOM_P,LA,2,0.543585
13,TOM_P,LA,3,0.461111
13,TOM_P,LA,4,0.406977
