weeks,prod,cust,scen,price
13,TOM_P,LA,5,0.358226
13,TOM_P,LV,1,0.528968
13,TOM_P,LV,2,0.459728
13,TOM_P,LV,3,0.383701
13,TOM_P,LV,4,0.317096
13,TOM_P,LV,5,0.264567
14,CAUL_P,LA,1,1.95935
14,CAUL_P,LA,2,1.36453
14,CAUL_P,LA,3,0.902375
14,CAUL_P,LA,4,0.61648
14,CAUL_P,LA,5,0.42865
14,CAUL_P,LV,1,1.64254
14,CAUL_P,LV,2,1.13022
14,CAUL_P,LV,3,0.812601
14,CAUL_P,LV,4,0.576403
14,CAUL_P,LV,5,0.424047
14,CEL_P,LA,1,11.9227
14,CEL_P,LA,2,1.6903
14,CEL_P,LA,3,0.629288
14,CEL_P,LA,4,0.166497
14,CEL_P,LA,5,0.05847
14,CEL_P,LV,1,6.10857
14,CEL_P,LV,2,1.3126
14,CEL_P,LV,3,0.523657
14,CEL_P,LV,4,0.176217
14,CEL_P,LV,5,0.0660628
14,CUX_P,LA,1,0.218609
14,CUX_P,LA,2,0.198318
14,CUX_P,LA,3,0.176106
14,CUX_P,LA,4,0.150859
14,CUX_P,LA,5,0.137166
14,CUX_P,LV,1,0.213969
14,CUX_P,LV,2,0.183421
14,CUX_P,LV,3,0.155791
14,CUX_P,LV,4,0.126217
14,CUX_P,LV,5,0.106392
14,LET_P,LA,1,1.29776
14,LET_P,LA,2,1.04758
14,LET_P,LA,3,0.686389
14,LET_P,LA,4,0.519164
14,LET_P,LA,5,0.328018
14,LET_P,LV,1,1.0991
14,LET_P,LV,2,0.794056
14,LET_P,LV,3,0.573202
14,LET_P,LV,4,0.426599
14,LET_P,LV,5,0.2964
14,PEP_P,LA,1,1.60859
14,PEP_P,LA,2,0.95266
14,PEP_P,LA,3,0.668019
14,PEP_P,LA,4,0.421623
14,PEP_P,LA,5,0.310693
14,PEP_P,LV,1,1.16367
14,PEP_P,LV,2,0.735792
14,PEP_P,LV,3,0.533272
14,PEP_P,LV,4,0.347018
14,PEP_P,LV,5,0.257268
14,TOM_P,LA,1,0.682699
14,TOM_P,LA,2,0.537907
14,TOM_P,LA,3,0.426923
14,TOM_P,LA,4,0.354461
14,TOM_P,LA,5,0.276204
14,TOM_P,LV,1,0.598232
14,TOM_P,LV,2,0.434022
14,TOM_P,LV,3,0.327923
14,TOM_P,LV,4,0.264605
14,TOM_P,LV,5,0.20176
15,CAUL_P,LA,1,1.68613
15,CAUL_P,LA,2,1.10108
15,CAUL_P,LA,3,0.807787
15,CAUL_P,LA,4,0.598012
15,CAUL_P,LA,5,0.443976
15,CAUL_P,LV,1,1.29128
15,CAUL_P,LV,2,0.926453
15,CAUL_P,LV,3,0.721567
15,CAUL_P,LV,4,0.550797
15,CAUL_P,LV,5,0.430719
15,CEL_P,LA,1,8.38626
15,CEL_P,LA,2,1.81841
15,CEL_P,LA,3,0.569171
15,CEL_P,LA,4,0.163207
15,CEL_P,LA,5,0.0515236
15,CEL_P,LV,1,5.59731
15,CEL_P,LV,2,1.53966
15,CEL_P,LV,3,0.489413
15,CEL_P,LV,4,0.174797
15,CEL_P,LV,5,0.0544009
15,CUX_P,LA,1,0.269492
15,CUX_P,LA,2,0.229893
15,CUX_P,LA,3,0.181849
15,CUX_P,LA,4,0.142714
15,CUX_P,LA,5,0.12084
15,CUX_P,LV,1,0.216619
15,CUX_P,LV,2,0.174411
15,CUX_P,LV,3,0.140767
15,CUX_P,LV,4,0.108753
15,CUX_P,LV,5,0.0909978
15,LET_P,LA,1,1.37197
15,LET_P,LA,2,0.900486
15,LET_P,LA,3,0.634759
15,LET_P,LA,4,0.46886
15,LET_P,LA,5,0.325868
15,LET_P,LV,1,0.976338
15,LET_P,LV,2,0.692491
15,LET_P,LV,3,0.515063
15,LET_P,LV,4,0.389286
15,LET_P,LV,5,0.287323
15,PEP_P,LA,1,1.19973
15,PEP_P,LA,2,0.820153
15,PEP_P,LA,3,0.581411
15,PEP_P,LA,4,0.455437
15,PEP_P,LA,5,0.346806
15,PEP_P,LV,1,1.01094
15,PEP_P,LV,2,0.677266
15,PEP_P,LV,3,0.496516
15,PEP_P,LV,4,0.354879
15,PEP_P,LV,5,0.279558
15,TOM_P,LA,1,0.914162
15,TOM_P,LA,2,0.664656
15,TOM_P,LA,3,0.513216
15,TOM_P,LA,4,0.398953
15,TOM_P,LA,5,0.28641
15,TOM_P,LV,1,0.878658
15,TOM_P,LV,2,0.625719
15,TOM_P,LV,3,0.424703
15,TOM_P,LV,4,0.291859
15,TOM_P,LV,5,0.203305
16,CAUL_P,LA,1,1.11518
16,CAUL_P,LA,2,0.92709
16,CAUL_P,LA,3,0.758568
16,CAUL_P,LA,4,0.616744
16,CAUL_P,LA,5,0.508017
16,CAUL_P,LV,1,0.907275
16,CAUL_P,LV,2,0.799507
16,CAUL_P,LV,3,0.696291
16,CAUL_P,LV,4,0.608153
16,CAUL_P,LV,5,0.531863
16,CEL_P,LA,1,10.8443
16,CEL_P,LA,2,2.17104
16,CEL_P,LA,3,0.555585
16,CEL_P,LA,4,0.193713
16,CEL_P,LA,5,0.0398145
16,CEL_P,LV,1,5.80954
16,CEL_P,LV,2,1.71001
16,CEL_P,LV,3,0.462033
16,CEL_P,LV,4,0.170814
16,CEL_P,LV,5,0.0457063
16,CUX_P,LA,1,0.27301
16,CUX_P,LA,2,0.198539
16,CUX_P,LA,3,0.155667
16,CUX_P,LA,4,0.115712
16,CUX_P,LA,5,0.0896837
16,CUX_P,LV,1,0.210854
16,CUX_P,LV,2,0.161661
16,CUX_P,LV,3,0.12275
16,CUX_P,LV,4,0.0917718
16,CUX_P,LV,5,0.0716976
16,LET_P,LA,1,0.941521
16,LET_P,LA,2,0.705984
16,LET_P,LA,3,0.570225
16,LET_P,LA,4,0.418604
16,LET_P,LA,5,0.326713
16,LET_P,LV,1,0.87183
16,LET_P,LV,2,0.666315
16,LET_P,LV,3,0.498209
16,LET_P,LV,4,0.358404
16,LET_P,LV,5,0.267748
16,PEP_P,LA,1,1.19873
16,PEP_P,LA,2,0.758426
16,PEP_P,LA,3,0.649655
16,PEP_P,LA,4,0.512338
16,PEP_P,LA,5,0.413849
16,PEP_P,LV,1,0.844741
16,PEP_P,LV,2,0.602621
16,PEP_P,LV,3,0.488858
16,PEP_P,LV,4,0.397968
16,PEP_P,LV,5,0.322686
16,TOM_P,LA,1,1.09791
16,TOM_P,LA,2,0.773436
16,TOM_P,LA,3,0.596422
16,TOM_P,LA,4,0.436834
16,TOM_P,LA,5,0.334569
16,TOM_P,LV,1,1.11441
16,TOM_P,LV,2,0.775669
16,TOM_P,LV,3,0.542284
16,TOM_P,LV,4,0.338858
16,TOM_P,LV,5,0.239808
17,CAUL_P,LA,1,2.46989
17,CAUL_P,LA,2,1.58685
17,CAUL_P,LA,3,1.01098
17,CAUL_P,LA,4,0.714283
17,CAUL_P,LA,5,0.43035
17,CAUL_P,LV,1,1.40687
17,CAUL_P,LV,2,1.02934
17,CAUL_P,LV,3,0.780819
17,CAUL_P,LV,4,0.641697
17,CAUL_P,LV,5,0.509596
17,CEL_P,LA,1,6.6111
17,CEL_P,LA,2,1.69943
17,CEL_P,LA,3,0.461175
17,CEL_P,LA,4,0.12968
17,CEL_P,LA,5,0.0465992
17,CEL_P,LV,1,4.76977
17,CEL_P,LV,2,1.55132
17,CEL_P,LV,3,0.446431
17,CEL_P,LV,4,0.152459
17,CEL_P,LV,5,0.0448281
17,CUX_P,LA,1,0.218541
17,CUX_P,LA,2,0.179513
17,CUX_P,LA,3,0.144493
17,CUX_P,LA,4,0.123024
17,CUX_P,LA,5,0.102572
17,CUX_P,LV,1,0.185084
17,CUX_P,LV,2,0.147564
17,CUX_P,LV,3,0.116504
17,CUX_P,LV,4,0.094726
17,CUX_P,LV,5,0.0776986
17,LET_P,LA,1,0.584495
17,LET_P,LA,2,0.535246
17,LET_P,LA,3,0.492029
17,LET_P,LA,4,0.442039
17,LET_P,LA,5,0.401957
17,LET_P,LV,1,0.656121
17,LET_P,LV,2,0.537923
17,LET_P,LV,3,0.463329
17,LET_P,LV,4,0.389748
17,LET_P,LV,5,0.329716
17,PEP_P,LA,1,0.94775
17,PEP_P,LA,2,0.775295
17,PEP_P,LA,3,0.673931
17,PEP_P,LA,4,0.576839
17,PEP_P,LA,5,0.487658
17,PEP_P,LV,1,0.946197
17,PEP_P,LV,2,0.759395
17,PEP_P,LV,3,0.621743
17,PEP_P,LV,4,0.482549
17,PEP_P,LV,5,0.395159
17,TOM_P,LA,1,1.37671
17,TOM_P,LA,2,1.10369
17,TOM_P,LA,3,0.744152
17,TOM_P,LA,4,0.533701
17,TOM_P,LA,5,0.381087
17,TOM_P,LV,1,1.34727
17,TOM_P,LV,2,0.976059
17,TOM_P,LV,3,0.633376
17,TOM_P,LV,4,0.422206
17,TOM_P,LV,5,0.284902
18,CAUL_P,LA,1,2.50586
18,CAUL_P,LA,2,1.62179
18,CAUL_P,LA,3,1.07057
18,CAUL_P,LA,4,0.639357
18,CAUL_P,LA,5,0.438879
18,CAUL_P,LV,1,1.65944
18,CAUL_P,LV,2,1.19307
18,CAUL_P,LV,3,0.86689
18,CAUL_P,LV,4,0.632013
18,CAUL_P,LV,5,0.47918
18,CEL_P,LA,1,3.7888
18,CEL_P,LA,2,1.21089
18,CEL_P,LA,3,0.41747
18,CEL_P,LA,4,0.120515
18,CEL_P,LA,5,0.0374493
18,CEL_P,LV,1,2.7247
18,CEL_P,LV,2,1.03646
18,CEL_P,LV,3,0.358618
18,CEL_P,LV,4,0.129214
18,CEL_P,LV,5,0.0446345
18,CUX_P,LA,1,0.232302
18,CUX_P,LA,2,0.159731
18,CUX_P,LA,3,0.128963
18,CUX_P,LA,4,0.10056
18,CUX_P,LA,5,0.0775815
18,CUX_P,LV,1,0.179354
18,CUX_P,LV,2,0.131938
18,CUX_P,LV,3,0.108095
18,CUX_P,LV,4,0.0881086
18,CUX_P,LV,5,0.0714744
18,LET_P,LA,1,0.678714
18,LET_P,LA,2,0.589445
18,LET_P,LA,3,0.514068
18,LET_P,LA,4,0.456371
18,LET_P,LA,5,0.418214
18,LET_P,LV,1,0.584068
18,LET_P,LV,2,0.512825
18,LET_P,LV,3,0.45509
18,LET_P,LV,4,0.406106
18,LET_P,LV,5,0.373834
18,PEP_P,LA,1,0.788229
18,PEP_P,LA,2,0.728266
18,PEP_P,LA,3,0.689892
18,PEP_P,LA,4,0.628629
18,PEP_P,LA,5,0.589825
18,PEP_P,LV,1,0.926326
18,PEP_P,LV,2,0.725671
18,PEP_P,LV,3,0.617514
18,PEP_P,LV,4,0.512207
18,PEP_P,LV,5,0.443308
18,TOM_P,LA,1,4.23838
18,TOM_P,LA,2,1.61772
18,TOM_P,LA,3,0.956072
18,TOM_P,LA,4,0.604423
18,TOM_P,LA,5,0.374273
18,TOM_P,LV,1,2.78256
18,TOM_P,LV,2,1.33362
18,TOM_P,LV,3,0.800081
18,TOM_P,LV,4,0.50426
18,TOM_P,LV,5,0.301185
19,CAUL_P,LA,1,4.50474
19,CAUL_P,LA,2,1.88058
19,CAUL_P,LA,3,1.21604
19,CAUL_P,LA,4,0.81257
19,CAUL_P,LA,5,0.510002
19,CAUL_P,LV,1,2.55153
19,CAUL_P,LV,2,1.3506
19,CAUL_P,LV,3,0.962107
19,CAUL_P,LV,4,0.72164
19,CAUL_P,LV,5,0.519645
19,CEL_P,LA,1,4.4283
19,CEL_P,LA,2,1.09676
19,CEL_P,LA,3,0.439042
19,CEL_P,LA,4,0.130754
19,CEL_P,LA,5,0.0394914
19,CEL_P,LV,1,2.7792
19,CEL_P,LV,2,0.844054
19,CEL_P,LV,3,0.36441
19,CEL_P,LV,4,0.147568
19,CEL_P,LV,5,0.0540432
19,CUX_P,LA,1,0.195072
19,CUX_P,LA,2,0.146478
19,CUX_P,LA,3,0.120126
19,CUX_P,LA,4,0.100017
19,CUX_P,LA,5,0.0815716
19,CUX_P,LV,1,0.147529
19,CUX_P,LV,2,0.116502
19,CUX_P,LV,3,0.0981952
19,CUX_P,LV,4,0.0842078
19,CUX_P,LV,5,0.0723612
19,LET_P,LA,1,0.702581
19,LET_P,LA,2,0.609876
19,LET_P,LA,3,0.54518
19,LET_P,LA,4,0.448588
19,LET_P,LA,5,0.390119
19,LET_P,LV,1,0.611833
19,LET_P,LV,2,0.521821
19,LET_P,LV,3,0.469913
19,LET_P,LV,4,0.403201
19,LET_P,LV,5,0.35998
19,PEP_P,LA,1,1.00819
19,PEP_P,LA,2,0.850734
19,PEP_P,LA,3,0.701146
19,PEP_P,LA,4,0.580965
19,PEP_P,LA,5,0.499265
19,PEP_P,LV,1,1.05817
19,PEP_P,LV,2,0.812145
19,PEP_P,LV,3,0.628308
19,PEP_P,LV,4,0.51682
19,PEP_P,LV,5,0.427567
19,TOM_P,LA,1,2.0701
19,TOM_P,LA,2,1.53797
19,TOM_P,LA,3,0.93345
19,TOM_P,LA,4,0.617407
19,TOM_P,LA,5,0.399625
19,TOM_P,LV,1,1.83983
19,TOM_P,LV,2,1.11805
19,TOM_P,LV,3,0.733459
19,TOM_P,LV,4,0.467096
19,TOM_P,LV,5,0.299537
20,CAUL_P,LA,1,1.99276
20,CAUL_P,LA,2,1.50627
20,CAUL_P,LA,3,1.02799
20,CAUL_P,LA,4,0.804823
20,CAUL_P,LA,5,0.599723
20,CAUL_P,LV,1,1.32208
20,CAUL_P,LV,2,1.08304
20,CAUL_P,LV,3,0.844062
20,CAUL_P,LV,4,0.708206
20,CAUL_P,LV,5,0.581758
20,CEL_P,LA,1,7.28425
20,CEL_P,LA,2,1.73775
20,CEL_P,LA,3,0.439949
20,CEL_P,LA,4,0.1155
20,CEL_P,LA,5,0.0314584
20,CEL_P,LV,1,4.1173
20,CEL_P,LV,2,1.20213
20,CEL_P,LV,3,0.383357
20,CEL_P,LV,4,0.129399
20,CEL_P,LV,5,0.0506078
20,CUX_P,LA,1,0.206395
20,CUX_P,LA,2,0.15954
20,CUX_P,LA,3,0.125274
20,CUX_P,LA,4,0.100718
20,CUX_P,LA,5,0.0757027
20,CUX_P,LV,1,0.157278
20,CUX_P,LV,2,0.126063
20,CUX_P,LV,3,0.102969
20,CUX_P,LV,4,0.085203
20,CUX_P,LV,5,0.0690664
20,LET_P,LA,1,0.73051
20,LET_P,LA,2,0.623026
20,LET_P,LA,3,0.545774
20,LET_P,LA,4,0.470546
20,LET_P,LA,5,0.421593
20,LET_P,LV,1,0.598969
20,LET_P,LV,2,0.532735
20,LET_P,LV,3,0.479613
20,LET_P,LV,4,0.432779
20,LET_P,LV,5,0.39894
20,PEP_P,LA,1,0.922418
20,PEP_P,LA,2,0.786269
20,PEP_P,LA,3,0.704333
20,PEP_P,LA,4,0.588666
20,PEP_P,LA,5,0.494959
20,PEP_P,LV,1,0.912441
20,PEP_P,LV,2,0.77709
20,PEP_P,LV,3,0.662026
20,PEP_P,LV,4,0.538213
20,PEP_P,LV,5,0.443294
20,TOM_P,LA,1,1.74144
20,TOM_P,LA,2,0.955604
20,TOM_P,LA,3,0.697539
20,TOM_P,LA,4,0.460261
20,TOM_P,LA,5,0.345835
20,TOM_P,LV,1,1.52068
20,TOM_P,LV,2,0.857745
20,TOM_P,LV,3,0.580709
20,TOM_P,LV,4,0.37172
20,TOM_P,LV,5,0.260876
21,CAUL_P,LA,1,1.22807
21,CAUL_P,LA,2,0.990352
21,CAUL_P,LA,3,0.840686
21,CAUL_P,LA,4,0.665687
21,CAUL_P,LA,5,0.560777
21,CAUL_P,LV,1,0.936054
21,CAUL_P,LV,2,0.794594
21,CAUL_P,LV,3,0.710885
21,CAUL_P,LV,4,0.618934
21,CAUL_P,LV,5,0.55215
21,CEL_P,LA,1,4.76153
21,CEL_P,LA,2,1.74463
21,CEL_P,LA,3,0.47427
21,CEL_P,LA,4,0.102062
21,CEL_P,LA,5,0.0264111
21,CEL_P,LV,1,4.03011
21,CEL_P,LV,2,1.27529
21,CEL_P,LV,3,0.420378
21,CEL_P,LV,4,0.127586
21,CEL_P,LV,5,0.0486187
21,CUX_P,LA,1,0.199926
21,CUX_P,LA,2,0.153127
21,CUX_P,LA,3,0.125348
21,CUX_P,LA,4,0.099263
21,CUX_P,LA,5,0.080021
21,CUX_P,LV,1,0.152385
21,CUX_P,LV,2,0.121315
21,CUX_P,LV,3,0.100037
21,CUX_P,LV,4,0.0825167
21,CUX_P,LV,5,0.0692417
21,LET_P,LA,1,0.701188
21,LET_P,LA,2,0.617053
21,LET_P,LA,3,0.543248
21,LET_P,LA,4,0.474864
21,LET_P,LA,5,0.421538
21,LET_P,LV,1,0.661904
21,LET_P,LV,2,0.583306
21,LET_P,LV,3,0.510383
21,LET_P,LV,4,0.437471
21,LET_P,LV,5,0.382303
21,PEP_P,LA,1,0.859814
21,PEP_P,LA,2,0.766331
21,PEP_P,LA,3,0.661272
21,PEP_P,LA,4,0.58371
21,PEP_P,LA,5,0.507986
21,PEP_P,LV,1,0.844946
21,PEP_P,LV,2,0.672393
21,PEP_P,LV,3,0.575489
21,PEP_P,LV,4,0.488351
21,PEP_P,LV,5,0.411199
21,TOM_P,LA,1,1.10635
21,TOM_P,LA,2,0.834001
21,TOM_P,LA,3,0.585629
21,TOM_P,LA,4,0.451471
21,TOM_P,LA,5,0.31294
21,TOM_P,LV,1,0.922299
21,TOM_P,LV,2,0.713581
21,TOM_P,LV,3,0.515282
21,TOM_P,LV,4,0.369539
21,TOM_P,LV,5,0.259628
22,CAUL_P,LA,1,0.899123
22,CAUL_P,LA,2,0.785588
22,CAUL_P,LA,3,0.682273
22,CAUL_P,LA,4,0.578067
22,CAUL_P,LA,5,0.505629
22,CAUL_P,LV,1,0.744154
22,CAUL_P,LV,2,0.686589
22,CAUL_P,LV,3,0.629641
22,CAUL_P,LV,4,0.571313
22,CAUL_P,LV,5,0.529168
22,CEL_P,LA,1,11.6183
22,CEL_P,LA,2,1.49043
22,CEL_P,LA,3,0.508244
22,CEL_P,LA,4,0.130652
22,CEL_P,LA,5,0.0392703
22,CEL_P,LV,1,6.24646
22,CEL_P,LV,2,1.42299
22,CEL_P,LV,3,0.470204
22,CEL_P,LV,4,0.148588
22,CEL_P,LV,5,0.0515187
22,CUX_P,LA,1,0.172932
22,CUX_P,LA,2,0.154999
22,CUX_P,LA,3,0.139793
22,CUX_P,LA,4,0.124235
22,CUX_P,LA,5,0.112926
22,CUX_P,LV,1,0.151667
22,CUX_P,LV,2,0.129347
22,CUX_P,LV,3,0.110308
22,CUX_P,LV,4,0.0940624
22,CUX_P,LV,5,0.0810929
22,LET_P,LA,1,0.793964
22,LET_P,LA,2,0.693003
22,LET_P,LA,3,0.569786
22,LET_P,LA,4,0.489252
22,LET_P,LA,5,0.392577
22,LET_P,LV,1,0.70294
22,LET_P,LV,2,0.61767
22,LET_P,LV,3,0.530177
22,LET_P,LV,4,0.458203
22,LET_P,LV,5,0.388856
22,PEP_P,LA,1,0.848386
22,PEP_P,LA,2,0.750675
22,PEP_P,LA,3,0.642595
22,PEP_P,LA,4,0.562982
22,PEP_P,LA,5,0.491058
22,PEP_P,LV,1,0.806106
22,PEP_P,LV,2,0.661506
22,PEP_P,LV,3,0.529299
22,PEP_P,LV,4,0.431434
22,PEP_P,LV,5,0.363015
22,TOM_P,LA,1,0.705249
22,TOM_P,LA,2,0.622052
22,TOM_P,LA,3,0.540562
22,TOM_P,LA,4,0.46752
22,TOM_P,LA,5,0.40911
22,TOM_P,LV,1,0.914673
22,TOM_P,LV,2,0.622652
22,TOM_P,LV,3,0.494025
22,TOM_P,LV,4,0.405349
22,TOM_P,LV,5,0.321627
23,CAUL_P,LA,1,0.726851
23,CAUL_P,LA,2,0.699059
23,CAUL_P,LA,3,0.677414
23,CAUL_P,LA,4,0.652455
23,CAUL_P,LA,5,0.635295
23,CAUL_P,LV,1,0.741843
23,CAUL_P,LV,2,0.69865
23,CAUL_P,LV,3,0.662923
23,CAUL_P,LV,4,0.617854
23,CAUL_P,LV,5,0.586288
23,CEL_P,LA,1,6.93863
23,CEL_P,LA,2,2.0934
23,CEL_P,LA,3,0.581842
23,CEL_P,LA,4,0.205232
23,CEL_P,LA,5,0.0535503
23,CEL_P,LV,1,5.86832
23,CEL_P,LV,2,1.63452
23,CEL_P,LV,3,0.558777
23,CEL_P,LV,4,0.19176
23,CEL_P,LV,5,0.0748978
23,CUX_P,LA,1,0.375198
23,CUX_P,LA,2,0.289929
23,CUX_P,LA,3,0.221978
23,CUX_P,LA,4,0.181354
23,CUX_P,LA,5,0.135384
23,CUX_P,LV,1,0.230162
23,CUX_P,LV,2,0.189237
23,CUX_P,LV,3,0.155786
23,CUX_P,LV,4,0.134683
23,CUX_P,LV,5,0.111782
23,LET_P,LA,1,0.953963
23,LET_P,LA,2,0.728196
23,LET_P,LA,3,0.607778
23,LET_P,LA,4,0.501264
23,LET_P,LA,5,0.428098
23,LET_P,LV,1,0.677148
23,LET_P,LV,2,0.577071
23,LET_P,LV,3,0.521542
23,LET_P,LV,4,0.471097
23,LET_P,LV,5,0.435058
23,PEP_P,LA,1,0.92021
23,PEP_P,LA,2,0.782075
23,PEP_P,LA,3,0.672989
23,PEP_P,LA,4,0.58394
23,PEP_P,LA,5,0.512862
23,PEP_P,LV,1,0.915856
23,PEP_P,LV,2,0.699759
23,PEP_P,LV,3,0.543371
23,PEP_P,LV,4,0.436764
23,PEP_P,LV,5,0.355877
23,TOM_P,LA,1,0.813554
23,TOM_P,LA,2,0.620882
23,TOM_P,LA,3,0.541844
23,TOM_P,LA,4,0.453463
23,TOM_P,LA,5,0.396064
23,TOM_P,LV,1,0.758691
23,TOM_P,LV,2,0.608073
23,TOM_P,LV,3,0.498126
23,TOM_P,LV,4,0.408464
23,TOM_P,LV,5,0.345852
24,CAUL_P,LA,1,0.873935
24,CAUL_P,LA,2,0.794353
24,CAUL_P,LA,3,0.736699
24,CAUL_P,LA,4,0.687192
24,CAUL_P,LA,5,0.631321
24,CAUL_P,LV,1,0.785796
24,CAUL_P,LV,2,0.727386
24,CAUL_P,LV,3,0.680076
24,CAUL_P,LV,4,0.634472
24,CAUL_P,LV,5,0.587355
24,CEL_P,LA,1,18.0444
24,CEL_P,LA,2,2.52112
24,CEL_P,LA,3,0.567869
24,CEL_P,LA,4,0.174656
24,CEL_P,LA,5,0.0609133
24,CEL_P,LV,1,9.009
24,CEL_P,LV,2,1.73727
24,CEL_P,LV,3,0.534476
24,CEL_P,LV,4,0.19107
24,CEL_P,LV,5,0.0828458
24,CUX_P,LA,1,0.406955
24,CUX_P,LA,2,0.35414
24,CUX_P,LA,3,0.25484
24,CUX_P,LA,4,0.203118
24,CUX_P,LA,5,0.159399
24,CUX_P,LV,1,0.241362
24,CUX_P,LV,2,0.216345
24,CUX_P,LV,3,0.1704
24,CUX_P,LV,4,0.143527
24,CUX_P,LV,5,0.120387
24,LET_P,LA,1,2.02074
24,LET_P,LA,2,1.0831
24,LET_P,LA,3,0.766866
24,LET_P,LA,4,0.479387
24,LET_P,LA,5,0.348254
24,LET_P,LV,1,2.04401
24,LET_P,LV,2,1.20011
24,LET_P,LV,3,0.817981
24,LET_P,LV,4,0.510728
24,LET_P,LV,5,0.349926
24,PEP_P,LA,1,0.978922
24,PEP_P,LA,2,0.871569
24,PEP_P,LA,3,0.761742
24,PEP_P,LA,4,0.683654
24,PEP_P,LA,5,0.603567
24,PEP_P,LV,1,0.971689
24,PEP_P,LV,2,0.72194
24,PEP_P,LV,3,0.556148
24,PEP_P,LV,4,0.456429
24,PEP_P,LV,5,0.375872
24,TOM_P,LA,1,0.467241
24,TOM_P,LA,2,0.453176
24,TOM_P,LA,3,0.444181
24,TOM_P,LA,4,0.433428
24,TOM_P,LA,5,0.422659
24,TOM_P,LV,1,0.465765
24,TOM_P,LV,2,0.446786
24,TOM_P,LV,3,0.427193
24,TOM_P,LV,4,0.407341
24,TOM_P,LV,5,0.388553
25,CAUL_P,LA,1,0.742359
25,CAUL_P,LA,2,0.698508
25,CAUL_P,LA,3,0.67422
25,CAUL_P,LA,4,0.645899
25,CAUL_P,LA,5,0.61792
25,CAUL_P,LV,1,0.778145
25,CAUL_P,LV,2,0.718857
25,CAUL_P,LV,3,0.675
25,CAUL_P,LV,4,0.636226
25,CAUL_P,LV,5,0.596455
25,CEL_P,LA,1,1.38404
25,CEL_P,LA,2,0.669243
25,CEL_P,LA,3,0.325983
25,CEL_P,LA,4,0.142242
25,CEL_P,LA,5,0.0682318
25,CEL_P,LV,1,1.19789
25,CEL_P,LV,2,0.67685
25,CEL_P,LV,3,0.36018
25,CEL_P,LV,4,0.17626
25,CEL_P,LV,5,0.0964799
25,CUX_P,LA,1,0.352941
25,CUX_P,LA,2,0.294769
25,CUX_P,LA,3,0.24551
25,CUX_P,LA,4,0.199435
25,CUX_P,LA,5,0.166443
25,CUX_P,LV,1,0.220562
25,CUX_P,LV,2,0.189611
25,CUX_P,LV,3,0.165468
25,CUX_P,LV,4,0.141342
25,CUX_P,LV,5,0.124516
25,LET_P,LA,1,2.76661
25,LET_P,LA,2,1.567
25,LET_P,LA,3,1.06818
25,LET_P,LA,4,0.579324
25,LET_P,LA,5,0.391043
25,LET_P,LV,1,2.94148
25,LET_P,LV,2,1.52665
25,LET_P,LV,3,0.907444
25,LET_P,LV,4,0.502979
25,LET_P,LV,5,0.319062
25,PEP_P,LA,1,0.980527
25,PEP_P,LA,2,0.845723
25,PEP_P,LA,3,0.762254
25,PEP_P,LA,4,0.671177
25,PEP_P,LA,5,0.592796
25,PEP_P,LV,1,0.819076
25,PEP_P,LV,2,0.694465
25,PEP_P,LV,3,0.574857
25,PEP_P,LV,4,0.472992
25,PEP_P,LV,5,0.395217
25,TOM_P,LA,1,0.530212
25,TOM_P,LA,2,0.48996
25,TOM_P,LA,3,0.461644
25,TOM_P,LA,4,0.439487
25,TOM_P,LA,5,0.403784
25,TOM_P,LV,1,0.530693
25,TOM_P,LV,2,0.4712
25,TOM_P,LV,3,0.429567
25,TOM_P,LV,4,0.398643
25,TOM_P,LV,5,0.35879
26,CAUL_P,LA,1,0.705523
26,CAUL_P,LA,2,0.662319
26,CAUL_P,LA,3,0.638221
26,CAUL_P,LA,4,0.611771
26,CAUL_P,LA,5,0.585956
26,CAUL_P,LV,1,0.804368
26,CAUL_P,LV,2,0.705573
26,CAUL_P,LV,3,0.648957
26,CAUL_P,LV,4,0.583665
26,CAUL_P,LV,5,0.535554
26,CEL_P,LA,1,0.351247
26,CEL_P,LA,2,0.274214
26,CEL_P,LA,3,0.214011
26,CEL_P,LA,4,0.175812
26,CEL_P,LA,5,0.139929
26,CEL_P,LV,1,0.361665
26,CEL_P,LV,2,0.280979
26,CEL_P,LV,3,0.223816
26,CEL_P,LV,4,0.181017
26,CEL_P,LV,5,0.144505
26,CUX_P,LA,1,0.551885
26,CUX_P,LA,2,0.361205
26,CUX_P,LA,3,0.26681
26,CUX_P,LA,4,0.197503
26,CUX_P,LA,5,0.147195
26,CUX_P,LV,1,0.296547
26,CUX_P,LV,2,0.213815
26,CUX_P,LV,3,0.171705
26,CUX_P,LV,4,0.139538
26,CUX_P,LV,5,0.115575
26,LET_P,LA,1,3.64381
26,LET_P,LA,2,2.19938
26,LET_P,LA,3,1.33759
26,LET_P,LA,4,0.720645
26,LET_P,LA,5,0.428721
26,LET_P,LV,1,3.22792
26,LET_P,LV,2,1.75958
26,LET_P,LV,3,1.0404
26,LET_P,LV,4,0.60177
26,LET_P,LV,5,0.363125
26,PEP_P,LA,1,1.33585
26,PEP_P,LA,2,1.11629
26,PEP_P,LA,3,0.962649
26,PEP_P,LA,4,0.757732
26,PEP_P,LA,5,0.641358
26,PEP_P,LV,1,1.51704
26,PEP_P,LV,2,1.02969
26,PEP_P,LV,3,0.798841
